0 0 0 0 4.57498

0 0 0 1 3.40503

0 0 0 2 2.35312

0 0 0 3 2.35312

0 0 0 4 2.35312

0 0 0 5 0.883925

0 0 0 6 0.883925

0 0 0 7 0.883925

0 0 0 8 0.883925

0 0 0 9 0.384779

0 0 0 10 0.384779

0 0 0 11 0.384779

0 0 0 12 0.384779

0 0 0 13 0.02284

0 0 0 14 0.189961

0 0 0 15 0.197839

0 0 0 16 0.02284

0 0 0 17 0.189961

0 0 0 18 0.197839

0 0 0 19 0.02284

0 0 0 20 0.189961

0 0 0 21 0.197839

0 0 0 22 0.02284

0 0 0 23 0.189961

0 0 0 24 0.197839

0 0 1 1 3.2224

0 0 1 2 2.4799

0 0 1 3 2.4799

0 0 1 4 2.4799

0 0 1 5 1.02479

0 0 1 6 1.02479

0 0 1 7 1.02479

0 0 1 8 1.02479

0 0 1 9 0.445337

0 0 1 10 0.445337

0 0 1 11 0.445337

0 0 1 12 0.445337

0 0 1 13 0.0250961

0 0 1 14 0.219648

0 0 1 15 0.228615

0 0 1 16 0.0250961

0 0 1 17 0.219648

0 0 1 18 0.228615

0 0 1 19 0.0250961

0 0 1 20 0.219648

0 0 1 21 0.228615

0 0 1 22 0.0250961

0 0 1 23 0.219648

0 0 1 24 0.228615

0 0 2 2 2.30834

0 0 2 3 2.30834

0 0 2 4 2.30834

0 0 2 5 1.26586

0 0 2 6 1.26586

0 0 2 7 1.26586

0 0 2 8 1.26586

0 0 2 9 0.610127

0 0 2 10 0.610127

0 0 2 11 0.610127

0 0 2 12 0.610127

0 0 2 13 0.0593441

0 0 2 14 0.310491

0 0 2 15 0.321448

0 0 2 16 0.0593441

0 0 2 17 0.310491

0 0 2 18 0.321448

0 0 2 19 0.0593441

0 0 2 20 0.310491

0 0 2 21 0.321448

0 0 2 22 0.0593441

0 0 2 23 0.310491

0 0 2 24 0.321448

0 0 3 3 2.30834

0 0 3 4 2.30834

0 0 3 5 1.26586

0 0 3 6 1.26586

0 0 3 7 1.26586

0 0 3 8 1.26586

0 0 3 9 0.610127

0 0 3 10 0.610127

0 0 3 11 0.610127

0 0 3 12 0.610127

0 0 3 13 0.0593441

0 0 3 14 0.310491

0 0 3 15 0.321448

0 0 3 16 0.0593441

0 0 3 17 0.310491

0 0 3 18 0.321448

0 0 3 19 0.0593441

0 0 3 20 0.310491

0 0 3 21 0.321448

0 0 3 22 0.0593441

0 0 3 23 0.310491

0 0 3 24 0.321448

0 0 4 4 2.30834

0 0 4 5 1.26586

0 0 4 6 1.26586

0 0 4 7 1.26586

0 0 4 8 1.26586

0 0 4 9 0.610127

0 0 4 10 0.610127

0 0 4 11 0.610127

0 0 4 12 0.610127

0 0 4 13 0.0593441

0 0 4 14 0.310491

0 0 4 15 0.321448

0 0 4 16 0.0593441

0 0 4 17 0.310491

0 0 4 18 0.321448

0 0 4 19 0.0593441

0 0 4 20 0.310491

0 0 4 21 0.321448

0 0 4 22 0.0593441

0 0 4 23 0.310491

0 0 4 24 0.321448

0 0 5 5 1.08772

0 0 5 6 1.08772

0 0 5 7 1.08772

0 0 5 8 1.08772

0 0 5 9 0.684221

0 0 5 10 0.684221

0 0 5 11 0.684221

0 0 5 12 0.684221

0 0 5 13 0.13458

0 0 5 14 0.372279

0 0 5 15 0.390766

0 0 5 16 0.13458

0 0 5 17 0.372279

0 0 5 18 0.390766

0 0 5 19 0.13458

0 0 5 20 0.372279

0 0 5 21 0.390766

0 0 5 22 0.13458

0 0 5 23 0.372279

0 0 5 24 0.390766

0 0 6 6 1.08772

0 0 6 7 1.08772

0 0 6 8 1.08772

0 0 6 9 0.684221

0 0 6 10 0.684221

0 0 6 11 0.684221

0 0 6 12 0.684221

0 0 6 13 0.13458

0 0 6 14 0.372279

0 0 6 15 0.390766

0 0 6 16 0.13458

0 0 6 17 0.372279

0 0 6 18 0.390766

0 0 6 19 0.13458

0 0 6 20 0.372279

0 0 6 21 0.390766

0 0 6 22 0.13458

0 0 6 23 0.372279

0 0 6 24 0.390766

0 0 7 7 1.08772

0 0 7 8 1.08772

0 0 7 9 0.684221

0 0 7 10 0.684221

0 0 7 11 0.684221

0 0 7 12 0.684221

0 0 7 13 0.13458

0 0 7 14 0.372279

0 0 7 15 0.390766

0 0 7 16 0.13458

0 0 7 17 0.372279

0 0 7 18 0.390766

0 0 7 19 0.13458

0 0 7 20 0.372279

0 0 7 21 0.390766

0 0 7 22 0.13458

0 0 7 23 0.372279

0 0 7 24 0.390766

0 0 8 8 1.08772

0 0 8 9 0.684221

0 0 8 10 0.684221

0 0 8 11 0.684221

0 0 8 12 0.684221

0 0 8 13 0.13458

0 0 8 14 0.372279

0 0 8 15 0.390766

0 0 8 16 0.13458

0 0 8 17 0.372279

0 0 8 18 0.390766

0 0 8 19 0.13458

0 0 8 20 0.372279

0 0 8 21 0.390766

0 0 8 22 0.13458

0 0 8 23 0.372279

0 0 8 24 0.390766

0 0 9 9 0.605085

0 0 9 10 0.605085

0 0 9 11 0.605085

0 0 9 12 0.605085

0 0 9 13 0.149601

0 0 9 14 0.345728

0 0 9 15 0.40413

0 0 9 16 0.149601

0 0 9 17 0.345728

0 0 9 18 0.40413

0 0 9 19 0.149601

0 0 9 20 0.345728

0 0 9 21 0.40413

0 0 9 22 0.149601

0 0 9 23 0.345728

0 0 9 24 0.40413

0 0 10 10 0.605085

0 0 10 11 0.605085

0 0 10 12 0.605085

0 0 10 13 0.149601

0 0 10 14 0.345728

0 0 10 15 0.40413

0 0 10 16 0.149601

0 0 10 17 0.345728

0 0 10 18 0.40413

0 0 10 19 0.149601

0 0 10 20 0.345728

0 0 10 21 0.40413

0 0 10 22 0.149601

0 0 10 23 0.345728

0 0 10 24 0.40413

0 0 11 11 0.605085

0 0 11 12 0.605085

0 0 11 13 0.149601

0 0 11 14 0.345728

0 0 11 15 0.40413

0 0 11 16 0.149601

0 0 11 17 0.345728

0 0 11 18 0.40413

0 0 11 19 0.149601

0 0 11 20 0.345728

0 0 11 21 0.40413

0 0 11 22 0.149601

0 0 11 23 0.345728

0 0 11 24 0.40413

0 0 12 12 0.605085

0 0 12 13 0.149601

0 0 12 14 0.345728

0 0 12 15 0.40413

0 0 12 16 0.149601

0 0 12 17 0.345728

0 0 12 18 0.40413

0 0 12 19 0.149601

0 0 12 20 0.345728

0 0 12 21 0.40413

0 0 12 22 0.149601

0 0 12 23 0.345728

0 0 12 24 0.40413

0 0 13 13 0.494536

0 0 13 14 0.349091

0 0 13 15 0.184484

0 0 13 16 0.00110877

0 0 13 17 0.0277796

0 0 13 18 0.0726385

0 0 13 19 0.00110877

0 0 13 20 0.0277796

0 0 13 21 0.0726385

0 0 13 22 0.00110877

0 0 13 23 0.0277796

0 0 13 24 0.0726385

0 0 14 14 0.483244

0 0 14 15 0.365355

0 0 14 16 0.0277796

0 0 14 17 0.117633

0 0 14 18 0.189607

0 0 14 19 0.0277796

0 0 14 20 0.117633

0 0 14 21 0.189607

0 0 14 22 0.0277796

0 0 14 23 0.117633

0 0 14 24 0.189607

0 0 15 15 0.397186

0 0 15 16 0.0726385

0 0 15 17 0.189607

0 0 15 18 0.266044

0 0 15 19 0.0726385

0 0 15 20 0.189607

0 0 15 21 0.266044

0 0 15 22 0.0726385

0 0 15 23 0.189607

0 0 15 24 0.266044

0 0 16 16 0.494536

0 0 16 17 0.349091

0 0 16 18 0.184484

0 0 16 19 0.00110876

0 0 16 20 0.0277796

0 0 16 21 0.0726385

0 0 16 22 0.00110877

0 0 16 23 0.0277796

0 0 16 24 0.0726385

0 0 17 17 0.483244

0 0 17 18 0.365355

0 0 17 19 0.0277796

0 0 17 20 0.117633

0 0 17 21 0.189607

0 0 17 22 0.0277796

0 0 17 23 0.117633

0 0 17 24 0.189607

