0 0 1

0 1 0.878443

0 2 0.700787

0 3 0.700787

0 4 0.700787

0 5 0.329179

0 6 0.329179

0 7 0.329179

0 8 0.329179

0 9 0.153761

0 10 0.153761

0 11 0.153761

0 12 0.153761

0 13 0.0132981

0 14 0.0775597

0 15 0.0804432

0 16 0.0132981

0 17 0.0775597

0 18 0.0804432

0 19 0.0132981

0 20 0.0775597

0 21 0.0804432

0 22 0.0132981

0 23 0.0775597

0 24 0.0804432

1 1 0.999999

1 2 0.880272

1 3 0.880272

1 4 0.880272

1 5 0.418799

1 6 0.418799

1 7 0.418799

1 8 0.418799

1 9 0.187145

1 10 0.187145

1 11 0.187145

1 12 0.187145

1 13 0.0122877

1 14 0.0930888

1 15 0.0966634

1 16 0.0122877

1 17 0.0930888

1 18 0.0966634

1 19 0.0122877

1 20 0.0930888

1 21 0.0966634

1 22 0.0122877

1 23 0.0930888

1 24 0.0966634

2 2 1.061

2 3 1.061

2 4 1.061

2 5 0.766505

2 6 0.766505

2 7 0.766505

2 8 0.766505

2 9 0.404555

2 10 0.404555

2 11 0.404555

2 12 0.404555

2 13 0.0534929

2 14 0.21101

2 15 0.217866

2 16 0.0534929

2 17 0.21101

2 18 0.217866

2 19 0.0534929

2 20 0.21101

2 21 0.217866

2 22 0.0534929

2 23 0.21101

2 24 0.217866

3 3 1.061

3 4 1.061

3 5 0.766505

3 6 0.766505

3 7 0.766505

3 8 0.766505

3 9 0.404555

3 10 0.404555

3 11 0.404555

3 12 0.404555

3 13 0.0534929

3 14 0.21101

3 15 0.217866

3 16 0.0534929

3 17 0.21101

3 18 0.217866

3 19 0.0534929

3 20 0.21101

3 21 0.217866

3 22 0.0534929

3 23 0.21101

3 24 0.217866

4 4 1.061

4 5 0.766505

4 6 0.766505

4 7 0.766505

4 8 0.766505

4 9 0.404555

4 10 0.404555

4 11 0.404555

4 12 0.404555

4 13 0.0534929

4 14 0.21101

4 15 0.217866

4 16 0.0534929

4 17 0.21101

4 18 0.217866

4 19 0.0534929

4 20 0.21101

4 21 0.217866

4 22 0.0534929

4 23 0.21101

4 24 0.217866

5 5 1

5 6 1

5 7 1

5 8 1

5 9 0.774697

5 10 0.774697

5 11 0.774697

5 12 0.774697

5 13 0.197476

5 14 0.43831

5 15 0.468921

5 16 0.197476

5 17 0.43831

5 18 0.468921

5 19 0.197476

5 20 0.43831

5 21 0.468921

5 22 0.197476

5 23 0.43831

5 24 0.468921

6 6 1

6 7 1

6 8 1

6 9 0.774697

6 10 0.774697

6 11 0.774697

6 12 0.774697

6 13 0.197476

6 14 0.43831

6 15 0.468921

6 16 0.197476

6 17 0.43831

6 18 0.468921

6 19 0.197476

6 20 0.43831

6 21 0.468921

6 22 0.197476

6 23 0.43831

6 24 0.468921

7 7 1

7 8 1

7 9 0.774697

7 10 0.774697

7 11 0.774697

7 12 0.774697

7 13 0.197476

7 14 0.43831

7 15 0.468921

7 16 0.197476

7 17 0.43831

7 18 0.468921

7 19 0.197476

7 20 0.43831

7 21 0.468921

7 22 0.197476

7 23 0.43831

7 24 0.468921

8 8 1

8 9 0.774697

8 10 0.774697

8 11 0.774697

8 12 0.774697

8 13 0.197476

8 14 0.43831

8 15 0.468921

8 16 0.197476

8 17 0.43831

8 18 0.468921

8 19 0.197476

8 20 0.43831

8 21 0.468921

8 22 0.197476

8 23 0.43831

8 24 0.468921

9 9 1

9 10 1

9 11 1

9 12 1

9 13 0.271765

9 14 0.588632

9 15 0.764197

9 16 0.271765

9 17 0.588632

9 18 0.764197

9 19 0.271765

9 20 0.588632

9 21 0.764197

9 22 0.271765

9 23 0.588632

9 24 0.764197

10 10 1

10 11 1

10 12 1

10 13 0.271765

10 14 0.588632

10 15 0.764197

10 16 0.271765

10 17 0.588632

10 18 0.764197

10 19 0.271765

10 20 0.588632

10 21 0.764197

10 22 0.271765

10 23 0.588632

10 24 0.764197

11 11 1

11 12 1

11 13 0.271765

11 14 0.588632

11 15 0.764197

11 16 0.271765

11 17 0.588632

11 18 0.764197

11 19 0.271765

11 20 0.588632

11 21 0.764197

11 22 0.271765

11 23 0.588632

11 24 0.764197

12 12 1

12 13 0.271765

12 14 0.588632

12 15 0.764197

12 16 0.271765

12 17 0.588632

12 18 0.764197

12 19 0.271765

12 20 0.588632

12 21 0.764197

12 22 0.271765

12 23 0.588632

12 24 0.764197

13 13 0.999999

13 14 0.706377

13 15 0.373664

13 16 0.00131862

13 17 0.0423803

13 18 0.132849

13 19 0.00131862

13 20 0.0423803

13 21 0.132849

13 22 0.00131862

13 23 0.0423802

13 24 0.132849

14 14 1

14 15 0.788963

14 16 0.0423803

14 17 0.169269

14 18 0.336667

14 19 0.0423803

14 20 0.169269

14 21 0.336667

14 22 0.0423802

14 23 0.169269

14 24 0.336667

15 15 1

15 16 0.132849

15 17 0.336667

15 18 0.571165

15 19 0.132849

15 20 0.336667

15 21 0.571165

15 22 0.132849

15 23 0.336667

15 24 0.571165

16 16 0.999999

16 17 0.706377

16 18 0.373664

16 19 0.00131862

16 20 0.0423802

16 21 0.132849

16 22 0.00131862

16 23 0.0423802

16 24 0.132849

17 17 1

17 18 0.788963

17 19 0.0423802

17 20 0.169269

17 21 0.336666

17 22 0.0423802

17 23 0.169269

17 24 0.336667

18 18 1

18 19 0.132849

18 20 0.336666

18 21 0.571165

18 22 0.132849

18 23 0.336667

18 24 0.571165

19 19 0.999999

19 20 0.706377

19 21 0.373664

19 22 0.00131862

19 23 0.0423802

19 24 0.132849

20 20 1

20 21 0.788963

20 22 0.0423802

20 23 0.169269

20 24 0.336667

21 21 1

21 22 0.132849

21 23 0.336667

21 24 0.571165

22 22 0.999999

22 23 0.706377

22 24 0.373664

23 23 1

23 24 0.788963

24 24 1

